3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00,3.846447355967720139e+00
5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00,5.870893332792835650e+00
6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00,6.883116321205394073e+00
7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00,7.895339309617952495e+00
8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00,8.806339999189253476e+00
8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00,8.603895401506742147e+00
8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00,8.300228504982975153e+00
8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00,8.401450803824232594e+00
9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00,9.008784596871766581e+00
8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00,8.907562298030510917e+00
